Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.16.107-52.123.128.14-0-0-0,192.168.16.107,0,52.123.128.14,0,0,11/05/2025 05:50:36 PM,549888,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.455656424581005,274944.0,34460.14187434521,299311.0,250577.0,299311.0,299311.0,0.0,299311.0,299311.0,0,0,0,0,0,0,0,0,0,0,0,3.6371042830540032,1.8185521415270016,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
192.168.16.107-35.186.224.45-64922-443-6,192.168.16.107,64922,35.186.224.45,443,6,11/05/2025 05:50:40 PM,184513,1,3,0.0,83.0,0.0,0.0,0.0,0.0,43.0,0.0,27.666666666666668,24.00694344004112,449.832803108724,21.678689306444532,61504.333333333336,36846.59280494376,104037.0,39289.0,0,0,0,0,0,143326.0,71663.0,45783.749868266576,104037.0,39289.0,0,1,0,0,20,60,5.419672326611133,16.259016979833397,0.0,43.0,25.2,23.03692687838376,530.7,0,0,0,1,1,0,0,0,3.0,31.5,0.0,27.666666666666668,0,0,0,0,0,0,1,0,3,83,-1,1048,0,0,0,0,0,0,0,0,0,0,No Label
192.168.16.107-4.213.25.242-49445-443-6,192.168.16.107,49445,4.213.25.242,443,6,11/05/2025 05:50:32 PM,56737,0,2,0.0,1.0,0,0,0,0,1.0,0.0,0.5,0.7071067811865476,17.625182861272187,35.25036572254437,56737.0,0.0,56737.0,56737.0,0,0,0,0,0,56737.0,56737.0,0.0,56737.0,56737.0,0,0,0,0,0,52,0.0,35.25036572254437,0.0,1.0,0.6666666666666667,0.5773502691896257,0.3333333333333333,0,0,0,0,1,0,0,0,0.0,1.0,0.0,0.5,0,0,0,0,0,0,0,0,2,1,-1,7344,0,0,0,0,0,0,0,0,0,0,No Label
192.168.16.107-35.174.127.31-65027-443-6,192.168.16.107,65027,35.174.127.31,443,6,11/05/2025 05:50:33 PM,6350787,2,4,239.0,398.0,239.0,0.0,119.5,168.99852070358486,259.0,0.0,99.5,124.90129436212153,100.30252943454094,0.944764798441516,1270157.4,2462767.3157557533,5669203.0,34645.0,355291.0,355291.0,0.0,355291.0,355291.0,6309740.0,2103246.6666666665,3333539.6360733937,5948802.0,34645.0,0,1,0,0,40,80,0.3149215994805053,0.6298431989610106,0.0,259.0,110.85714285714286,113.15097373484178,12803.142857142857,0,0,0,1,1,0,0,0,2.0,129.33333333333334,119.5,99.5,0,0,0,0,0,0,2,239,4,398,-1,493,1,0,326293.0,0.0,326293.0,326293.0,5669203.0,0.0,5669203.0,5669203.0,No Label
192.168.16.107-52.123.128.14-65392-443-6,192.168.16.107,65392,52.123.128.14,443,6,11/05/2025 05:50:36 PM,1029941,6,18,337.0,8884.0,179.0,0.0,56.16666666666667,87.2660682434282,1412.0,0.0,493.55555555555543,594.8241680107434,8952.940022778004,23.302305666052717,44780.043478260865,65438.747569059684,239063.0,0.0,974316.0,194863.2,349468.61642027315,816265.0,3233.0,988841.0,58167.117647058825,73580.95475128258,239063.0,0.0,0,0,0,0,120,384,5.825576416513179,17.476729249539538,0.0,1412.0,368.84000000000003,542.2002766506118,293981.14,0,1,0,0,0,0,0,0,3.0,384.2083333333333,56.166666666666664,493.55555555555554,0,0,0,0,0,0,6,337,18,8884,-1,16386,2,0,0,0,0,0,0,0,0,0,No Label
192.168.16.1-192.168.16.107-53-65426-17,192.168.16.107,65426,192.168.16.1,53,17,11/05/2025 05:50:36 PM,507984,1,3,50.0,519.0,50.0,50.0,50.0,0.0,274.0,32.0,173.0,125.86103447850729,1120.1140193391918,7.874263756338783,169328.0,277018.80219219776,489192.0,7232.0,0,0,0,0,0,507984.0,253992.0,348971.3386511849,500752.0,7232.0,0,0,0,0,8,24,1.9685659390846957,5.905697817254087,32.0,274.0,120.2,114.83988854052411,13188.2,0,0,0,0,0,0,0,0,3.0,150.25,50.0,173.0,0,0,0,0,0,0,1,50,3,519,-1,-1,1,0,0,0,0,0,0,0,0,0,No Label
192.168.16.107-35.207.225.210-64082-50001-17,192.168.16.107,64082,35.207.225.210,50001,17,11/05/2025 05:50:32 PM,9847207,1825,119,720546.0,7594.0,1160.0,8.0,394.8197260273972,269.98942442927813,834.0,8.0,63.81512605042015,71.69615340680028,73943.80965079744,197.41638415847257,5068.042717447256,5769.23706835691,21209.0,0.0,9847078.0,5398.61732456141,6124.0183333201885,21392.0,14.0,9804045.0,83085.12711864409,44276.49028172245,136868.0,0.0,0,0,0,0,14600,952,185.33173924342202,12.084644915050532,8.0,1160.0,374.79383033419003,274.0647473944522,75111.4857643849,0,0,0,0,0,0,0,0,0.0,374.9866255144033,394.8197260273973,63.81512605042017,0,0,0,0,0,0,1825,720546,119,7594,-1,-1,1825,0,0,0,0,0,0,0,0,0,No Label
192.168.16.107-35.207.222.105-58822-50008-17,192.168.16.107,58822,35.207.222.105,50008,17,11/05/2025 05:50:32 PM,9735373,301,88,58813.0,14228.0,249.0,8.0,195.39202657807311,59.31407199149815,248.0,8.0,161.6818181818183,73.96574936695252,7502.6401145595555,39.95738016406768,25091.167525773184,48493.392069950096,629901.0,0.0,8358858.0,27862.85999999999,119655.38764133885,2041139.0,3536.0,9735373.0,111900.83908045974,263015.34877419414,1008616.0,0.0,0,0,0,0,2408,704,30.918178481707894,9.039201682359783,8.0,249.0,187.54871794871804,64.45270030618025,4154.150576758287,0,0,0,0,0,0,0,0,0.0,188.03084832904884,195.3920265780731,161.6818181818182,0,0,0,0,0,0,301,58813,88,14228,-1,-1,301,0,0,0,0,0,0,0,0,0,No Label
192.168.16.107-52.110.15.138-65393-443-6,192.168.16.107,65393,52.110.15.138,443,6,11/05/2025 05:50:37 PM,289992,13,20,691.0,36940.0,336.0,0.0,53.153846153846146,107.98907827017057,5648.0,0.0,1847.0,1749.3035907559267,129765.64870755054,113.79624265496979,9062.249999999998,17687.989546399796,49998.0,0.0,245527.0,20460.583333333332,30493.365357247894,91282.0,52.0,289964.0,15261.263157894737,22550.03165270532,50929.0,0.0,0,0,0,0,260,424,44.82882286407901,68.96741979089077,0.0,5648.0,1106.7941176470588,1603.93717815864,2572614.471479501,0,1,0,0,0,0,0,0,1.0,1140.3333333333333,53.15384615384615,1847.0,0,0,0,0,0,0,13,691,20,36940,-1,16386,3,0,0,0,0,0,0,0,0,0,No Label
160.79.104.10-192.168.16.107-443-65336-6,160.79.104.10,443,192.168.16.107,65336,6,11/05/2025 05:50:33 PM,92,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,21739.130434782608,92.0,0.0,92.0,92.0,0,0,0,0,0,92.0,92.0,0.0,92.0,92.0,0,0,0,0,0,40,0.0,21739.130434782608,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,255,0,0,0,0,0,0,0,0,0,0,No Label
