Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.16.107-43.250.49.210-64784-443-6,192.168.16.107,64784,43.250.49.210,443,6,11/05/2025 05:28:47 PM,2414687,9,16,3707.0,5194.0,1127.0,0.0,411.8888888888889,454.8234394917561,2824.0,0.0,324.62499999999994,728.3661052886339,3686.1920406247273,10.353308731110907,100611.95833333333,170174.78121816512,444962.0,0.0,1658399.0,207299.87499999997,226825.69974790115,482683.0,1019.0,2414687.0,160979.13333333333,254741.10297820487,727682.0,0.0,0,0,0,0,192,380,3.7271911431999265,6.62611758791098,0.0,2824.0,342.3461538461538,625.4094302012205,391136.95538461534,0,1,0,0,0,0,0,0,1.0,356.04,411.8888888888889,324.625,0,0,0,0,0,0,9,3707,16,5194,-1,501,6,0,0,0,0,0,0,0,0,0,No Label
192.168.16.107-43.250.49.210-64784-443-6,43.250.49.210,443,192.168.16.107,64784,6,11/05/2025 05:28:49 PM,687,0,3,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4366.812227074236,343.5,252.43712088359746,522.0,165.0,0,0,0,0,0,687.0,343.5,252.43712088359746,522.0,165.0,0,0,0,0,0,72,0.0,4366.812227074236,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,0,-1,250,0,0,0,0,0,0,0,0,0,0,No Label
192.168.16.107-23.44.10.50-64789-443-6,192.168.16.107,64789,23.44.10.50,443,6,11/05/2025 05:28:49 PM,703574,4,6,80.0,4046.0,80.0,0.0,20.0,40.0,1412.0,0.0,674.3333333333333,741.9459998319734,5864.344049097891,14.213146023019611,78174.88888888889,209591.32152503624,635054.0,0.0,68421.0,22807.0,28781.588767821697,55213.0,219.0,690285.0,138057.0,278824.9165300691,635054.0,0.0,0,0,0,0,80,144,5.685258409207845,8.527887613811766,0.0,1412.0,375.09090909090907,627.6581003293838,393954.6909090909,0,1,0,0,0,0,0,0,1.0,412.6,20.0,674.3333333333334,0,0,0,0,0,0,4,80,6,4046,-1,501,1,0,0,0,0,0,0,0,0,0,No Label
192.168.16.107-23.44.10.50-64791-443-6,192.168.16.107,64791,23.44.10.50,443,6,11/05/2025 05:28:49 PM,452409,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.841557086618524,150803.0,204633.40382009972,383796.0,240.0,68373.0,68373.0,0.0,68373.0,68373.0,383796.0,383796.0,0.0,383796.0,383796.0,0,0,0,0,40,64,4.420778543309262,4.420778543309262,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,2,0,-1,64240,0,0,0,0,0,0,0,0,0,0,No Label
192.168.16.107-23.44.10.50-64789-443-6,23.44.10.50,443,192.168.16.107,64789,6,11/05/2025 05:28:49 PM,0,3,1,295.0,287.0,271.0,0.0,98.33333333333334,150.01444374903815,287.0,287.0,287.0,0.0,Infinity,Infinity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,60,20,0.0,0.0,0.0,287.0,173.8,148.0901752311746,21930.7,0,0,0,1,1,0,0,0,0.0,217.25,98.33333333333333,287.0,0,0,0,0,0,0,3,295,1,287,-1,501,2,0,0,0,0,0,0,0,0,0,No Label
192.168.16.107-23.44.10.50-64791-443-6,23.44.10.50,443,192.168.16.107,64791,6,11/05/2025 05:28:49 PM,61653,4,2,2658.0,1412.0,1412.0,0.0,664.5,757.4877336740619,1412.0,0.0,706.0,998.4347750354051,66014.63026941106,97.31886526203104,12330.6,27354.13764497064,61263.0,0.0,61466.0,20488.666666666664,35311.754364989196,61263.0,0.0,95.0,95.0,0.0,95.0,95.0,0,0,0,0,80,40,64.87924350802069,32.439621754010346,0.0,1412.0,783.1428571428571,728.2287709622182,530317.1428571428,0,0,0,0,1,0,0,0,0.0,913.6666666666666,664.5,706.0,0,0,0,0,0,0,4,2658,2,1412,-1,0,3,0,0,0,0,0,0,0,0,0,No Label
140.82.114.26-192.168.16.107-443-64787-6,192.168.16.107,64787,140.82.114.26,443,6,11/05/2025 05:28:48 PM,4446498,7,11,1284.0,4264.0,1169.0,0.0,183.42857142857142,435.4567935485897,2824.0,0.0,387.6363636363636,845.1200237513335,1247.7234893617403,4.048129561736,261558.705882353,517376.8351607662,1822442.0,0.0,2148370.0,358061.6666666666,728178.5682291581,1822691.0,158.0,4446498.0,444649.8,621434.9271527058,1822736.0,0.0,0,0,0,0,152,256,1.5742726073417777,2.473856954394222,0.0,2824.0,291.99999999999994,689.1380284255268,474911.22222222225,0,1,0,0,0,0,0,0,1.0,308.22222222222223,183.42857142857142,387.6363636363636,0,0,0,0,0,0,7,1284,11,4264,-1,73,3,0,0,0,0,0,0,0,0,0,No Label
140.82.114.26-192.168.16.107-443-64787-6,192.168.16.107,64787,140.82.114.26,443,6,11/05/2025 05:28:52 PM,336,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5952.380952380952,336.0,0.0,336.0,336.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,2976.190476190476,2976.190476190476,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,255,0,0,0,0,0,0,0,0,0,0,No Label
192.168.16.107-8.8.8.8-64782-443-6,192.168.16.107,64782,8.8.8.8,443,6,11/05/2025 05:28:46 PM,232456,5,9,74.0,6439.0,74.0,0.0,14.8,33.09380606699689,1412.0,0.0,715.4444444444445,693.4509916192908,28018.205595897718,60.226451457480124,17881.23076923077,28269.92977279877,71343.0,0.0,188401.0,47100.25,55528.22436908398,112344.0,813.0,190600.0,23825.0,33001.603995650185,71577.0,0.0,0,0,0,0,100,204,21.509446949100045,38.71700450838008,0.0,1412.0,434.20000000000005,634.2190022832357,402233.7428571429,0,1,0,0,0,0,0,0,1.0,465.2142857142857,14.8,715.4444444444445,0,0,0,0,0,0,5,74,9,6439,-1,1047,1,0,0,0,0,0,0,0,0,0,No Label
192.168.16.107-8.8.4.4-51404-443-17,192.168.16.107,51404,8.8.4.4,443,17,11/05/2025 05:28:48 PM,4675132,16,22,5115.0,10524.0,1250.0,31.0,319.6875,468.02588514596783,1250.0,22.0,478.36363636363643,519.552604738836,3345.1461905246742,8.128112746335292,126354.9189189189,724931.0387586064,4415925.0,0.0,4633338.0,308889.2,1136431.1033391962,4415925.0,91.0,4675132.0,222625.33333333334,969810.089682992,4454382.0,0.0,0,0,0,0,128,176,3.4223632616148594,4.705749484720432,22.0,1250.0,433.0512820512821,509.7097702933735,259804.04993252357,0,0,0,0,0,0,0,0,1.0,444.44736842105266,319.6875,478.3636363636364,0,0,0,0,0,0,16,5115,22,10524,-1,-1,16,0,0,0,0,0,0,0,0,0,No Label
192.168.16.107-43.250.49.217-64788-443-6,192.168.16.107,64788,43.250.49.217,443,6,11/05/2025 05:28:49 PM,2411225,9,12,1464.0,5708.0,1384.0,0.0,162.66666666666666,458.76355565803175,2824.0,0.0,475.66666666666674,842.734222455081,2974.421715103319,8.709266036972908,120561.24999999996,227458.73951806015,812345.0,0.0,2006038.0,250754.75,382699.70166278636,918533.0,202.0,2411027.0,219184.27272727274,395610.2816722768,1316337.0,0.0,0,0,0,0,228,288,3.7325425872741036,4.976723449698805,0.0,2824.0,326.0,693.888285231097,481480.9523809523,0,1,0,0,0,0,0,0,1.0,341.5238095238095,162.66666666666666,475.6666666666667,0,0,0,0,0,0,9,1464,12,5708,-1,501,2,0,0,0,0,0,0,0,0,0,No Label
162.159.130.235-192.168.16.107-443-64490-6,192.168.16.107,64490,162.159.130.235,443,6,11/05/2025 05:28:46 PM,924059,3,3,146.0,129.0,73.0,0.0,48.66666666666667,42.14656965084268,73.0,0.0,43.0,38.19685850956856,297.60004501877046,6.493091891318628,184811.8,152575.68890455647,321547.0,0.0,666130.0,333065.0,41341.70506885269,362298.0,303832.0,883308.0,441654.0,624593.0766763269,883308.0,0.0,0,1,0,0,60,72,3.246545945659314,3.246545945659314,0.0,73.0,49.714285714285715,34.52397372703151,1191.904761904762,0,0,0,1,1,0,0,0,1.0,58.0,48.666666666666664,43.0,0,0,0,0,0,0,3,146,3,129,-1,12,2,0,0,0,0,0,0,0,0,0,No Label
192.168.16.107-4.213.25.242-49445-443-6,4.213.25.242,443,192.168.16.107,49445,6,11/05/2025 05:28:53 PM,50,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,40000.0,50.0,0.0,50.0,50.0,0,0,0,0,0,50.0,50.0,0.0,50.0,50.0,0,0,0,0,0,40,0.0,40000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,252,0,0,0,0,0,0,0,0,0,0,No Label
192.168.16.107-23.44.10.50-57198-443-17,192.168.16.107,57198,23.44.10.50,443,17,11/05/2025 05:28:49 PM,954271,9,11,5304.0,6413.0,1250.0,31.0,589.3333333333334,628.2280636838823,1250.0,21.0,583.0,558.6909700362088,12278.48273708412,20.958406993401248,50224.7894736842,91181.85841589016,297422.0,0.0,876755.0,109594.37499999999,117306.50161489344,298668.0,153.0,954271.0,95427.09999999999,217714.24231442565,704223.0,0.0,0,0,0,0,72,88,9.43128314703056,11.527123846370685,21.0,1250.0,617.4761904761905,578.7490491610002,334950.4619047619,0,0,0,0,0,0,0,0,1.0,648.35,589.3333333333334,583.0,0,0,0,0,0,0,9,5304,11,6413,-1,-1,9,0,0,0,0,0,0,0,0,0,No Label
192.168.16.107-43.250.49.203-64785-443-6,192.168.16.107,64785,43.250.49.203,443,6,11/05/2025 05:28:48 PM,3148625,6,8,80.0,4922.0,80.0,0.0,13.333333333333334,32.659863237109036,2824.0,0.0,615.2500000000001,992.0202690901605,1588.62995752114,4.4463853269284215,242201.923076923,421053.307285127,1302202.0,0.0,2330768.0,466153.6,533172.791926126,1302760.0,193.0,3148483.0,449783.28571428574,501951.87461339834,1316337.0,0.0,0,0,0,0,144,196,1.905593711540752,2.5407916153876693,0.0,2824.0,333.4666666666667,767.9001857260456,589670.6952380954,0,1,0,0,0,0,0,0,1.0,357.2857142857143,13.333333333333334,615.25,0,0,0,0,0,0,6,80,8,4922,-1,501,1,0,0,0,0,0,0,0,0,0,No Label
192.168.16.107-35.207.251.29-64265-50004-17,35.207.251.29,50004,192.168.16.107,64265,17,11/05/2025 05:28:44 PM,9514829,10,5,476.0,210.0,52.0,8.0,47.6,13.91402170474087,74.0,8.0,42.0,31.559467676119002,72.09798515559238,1.5764865558803,679630.642857143,523942.21179741784,1765634.0,0.0,7844675.0,871630.5555555555,656157.8599354181,1796054.0,0.0,9514829.0,2378707.25,1882837.0484752303,4219051.0,295433.0,0,0,0,0,80,40,1.0509910372535334,0.5254955186267667,8.0,74.0,47.5,20.944370763206674,438.6666666666666,0,0,0,0,0,0,0,0,0.0,50.666666666666664,47.6,42.0,0,0,0,0,0,0,10,476,5,210,-1,-1,10,0,0,0,0,0,0,0,0,0,No Label
192.168.16.107-43.250.49.203-64780-443-6,192.168.16.107,64780,43.250.49.203,443,6,11/05/2025 05:28:44 PM,2303722,11,18,958.0,100198.0,767.0,0.0,87.0909090909091,227.7316203540714,29652.0,0.0,5566.555555555556,10356.040494900846,43909.812034611816,12.588324459288057,82275.78571428572,214599.27913333022,1063502.0,0.0,1923675.0,192367.5,391852.8418033853,1281202.0,312.0,2303520.0,135501.17647058822,265603.0032375,1063502.0,0.0,0,0,0,0,232,396,4.77488169145409,7.8134427678339655,0.0,29652.0,3371.866666666667,8388.177249427677,7.036151756781608E7,0,1,0,0,0,0,0,0,1.0,3488.137931034483,87.0909090909091,5566.555555555556,0,0,0,0,0,0,11,958,18,100198,-1,501,4,0,0,0,0,0,0,0,0,0,No Label
192.168.16.107-35.186.224.45-64433-443-6,192.168.16.107,64433,35.186.224.45,443,6,11/05/2025 05:28:45 PM,191469,1,3,0.0,83.0,0.0,0.0,0.0,0.0,43.0,0.0,27.666666666666668,24.00694344004112,433.49053893841824,20.891110310285217,63823.0,33324.7413643377,102102.0,41281.0,0,0,0,0,0,150188.0,75094.0,38195.079892572554,102102.0,48086.0,0,1,0,0,20,60,5.222777577571304,15.668332732713912,0.0,43.0,25.2,23.03692687838376,530.7,0,0,0,1,1,0,0,0,3.0,31.5,0.0,27.666666666666668,0,0,0,0,0,0,1,0,3,83,-1,1048,0,0,0,0,0,0,0,0,0,0,No Label
192.168.16.107-43.250.49.203-0-0-0,192.168.16.107,0,43.250.49.203,0,0,11/05/2025 05:28:45 PM,4055824,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7396770668549719,2027912.0,2863508.106374417,4052718.0,3106.0,3106.0,3106.0,0.0,3106.0,3106.0,0,0,0,0,0,0,0,0,0,0,0,0.4931180445699813,0.24655902228499066,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
192.168.16.1-192.168.16.107-53-62203-17,192.168.16.107,62203,192.168.16.1,53,17,11/05/2025 05:28:46 PM,53170,0,2,0.0,231.0,0,0,0,0,198.0,33.0,115.5,116.67261889578035,4344.555200300922,37.615196539401914,53170.0,0.0,53170.0,53170.0,0,0,0,0,0,53170.0,53170.0,0.0,53170.0,53170.0,0,0,0,0,0,16,0.0,37.615196539401914,33.0,198.0,88.0,95.26279441628824,9075.0,0,0,0,0,0,0,0,0,0.0,132.0,0.0,115.5,0,0,0,0,0,0,0,0,2,231,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
