Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
162.159.135.232-192.168.1.77-443-65513-6,192.168.1.77,65513,162.159.135.232,443,6,05/05/2025 10:23:09 AM,383,1,1,0.0,31.0,0.0,0.0,0.0,0.0,31.0,31.0,31.0,0.0,80939.94778067885,5221.9321148825065,383.0,0.0,383.0,383.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,20,2610.9660574412533,2610.9660574412533,0.0,31.0,20.666666666666664,17.8978583448784,320.33333333333337,0,0,0,1,1,0,0,0,1.0,31.0,0.0,31.0,0,0,0,0,0,0,1,0,1,31,-1,252,0,0,0,0,0,0,0,0,0,0,No Label
162.159.135.232-192.168.1.77-443-65513-6,162.159.135.232,443,192.168.1.77,65513,6,05/05/2025 10:23:09 AM,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,Infinity,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,9,0,0,0,0,0,0,0,0,0,0,No Label
192.168.1.77-52.38.89.74-65533-443-6,52.38.89.74,443,192.168.1.77,65533,6,05/05/2025 10:23:11 AM,0,2,1,31.0,46.0,31.0,0.0,15.5,21.920310216782973,46.0,46.0,46.0,0.0,Infinity,Infinity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,40,20,0.0,0.0,0.0,46.0,30.75,21.68524844220144,470.25,0,0,0,1,1,0,0,0,0.0,41.0,15.5,46.0,0,0,0,0,0,0,2,31,1,46,-1,153,1,0,0,0,0,0,0,0,0,0,No Label
192.168.1.77-52.38.89.74-65533-443-6,192.168.1.77,65533,52.38.89.74,443,6,05/05/2025 10:23:11 AM,569,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3514.9384885764503,569.0,0.0,569.0,569.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,1757.4692442882251,1757.4692442882251,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,255,0,0,0,0,0,0,0,0,0,0,No Label
162.159.138.232-192.168.1.77-443-65514-6,192.168.1.77,65514,162.159.138.232,443,6,05/05/2025 10:23:10 AM,44422,0,2,0.0,1.0,0,0,0,0,1.0,0.0,0.5,0.7071067811865476,22.511368240961684,45.02273648192337,44422.0,0.0,44422.0,44422.0,0,0,0,0,0,44422.0,44422.0,0.0,44422.0,44422.0,0,0,0,0,0,52,0.0,45.02273648192337,0.0,1.0,0.6666666666666667,0.5773502691896257,0.3333333333333333,0,0,0,0,1,0,0,0,0.0,1.0,0.0,0.5,0,0,0,0,0,0,0,0,2,1,-1,9,0,0,0,0,0,0,0,0,0,0,No Label
192.168.1.77-52.38.89.74-65532-443-6,52.38.89.74,443,192.168.1.77,65532,6,05/05/2025 10:23:11 AM,209,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,9569.377990430621,209.0,0.0,209.0,209.0,0,0,0,0,0,209.0,209.0,0.0,209.0,209.0,0,0,0,0,0,40,0.0,9569.377990430621,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,254,0,0,0,0,0,0,0,0,0,0,No Label
8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,05/05/2025 10:23:11 AM,4925767,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4060281373438898,4925767.0,0.0,4925767.0,4925767.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2030140686719449,0.2030140686719449,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
162.159.130.234-192.168.1.77-443-65515-6,162.159.130.234,443,192.168.1.77,65515,6,05/05/2025 10:23:08 AM,9254214,19,13,815.0,58.0,75.0,37.0,42.89473684210526,10.964056106924549,58.0,0.0,4.461538461538462,16.086305690531642,94.33540222864957,3.457884159583948,298523.03225806454,735146.0939576788,3693280.0,0.0,9124406.0,506911.4444444445,921267.1220692677,3693464.0,0.0,9254214.0,771184.4999999999,1041175.6217178472,3693571.0,144.0,0,1,0,0,380,284,2.053118719752969,1.4047654398309788,0.0,75.0,28.21212121212121,23.44242624996074,549.5473484848484,0,0,0,1,1,0,0,0,0.0,29.09375,42.89473684210526,4.461538461538462,0,0,0,0,0,0,19,815,13,58,-1,252,19,0,0,0,0,0,0,0,0,0,No Label
150.109.28.234-192.168.1.77-443-65101-6,150.109.28.234,443,192.168.1.77,65101,6,05/05/2025 10:23:10 AM,258,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,7751.937984496125,258.0,0.0,258.0,258.0,0,0,0,0,0,258.0,258.0,0.0,258.0,258.0,0,0,0,0,0,40,0.0,7751.937984496125,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,253,0,0,0,0,0,0,0,0,0,0,No Label
134.221.96.0-0.0.0.32-0-0-0,134.221.96.0,0,0.0.0.32,0,0,05/05/2025 10:23:10 AM,6009206,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9984680172388831,1201841.2,2680169.4986237716,5996273.0,121.0,6009085.0,1502271.25,2996001.2164301462,5996273.0,3793.0,0,0,0,0,0,0,0,0,0,0,0,0.8320566810324026,0.16641133620648052,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,5,0,1,0,-1,-1,0,0,5156.0,0.0,5156.0,5156.0,5996273.0,0.0,5996273.0,5996273.0,No Label
