Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.1.68-103.211.150.146-51844-443-6,192.168.1.68,51844,103.211.150.146,443,6,11/05/2025 06:39:06 PM,415793,6,6,809.0,1071.0,540.0,0.0,134.83333333333334,220.50888115145537,545.0,0.0,178.5,221.0508991160181,4521.480640607225,28.860514727280158,37799.36363636364,105313.88287141704,353265.0,57.0,410071.0,82014.2,153270.2026771675,353971.0,85.0,415002.0,83000.4,174105.55842017222,394400.0,121.0,0,0,0,0,120,144,14.430257363640079,14.430257363640079,0.0,545.0,144.6153846153846,207.3272527758706,42984.58974358974,0,1,0,0,0,0,0,0,1.0,156.66666666666666,134.83333333333334,178.5,0,0,0,0,0,0,6,809,6,1071,-1,503,3,0,0,0,0,0,0,0,0,0,No Label
192.168.1.68-103.211.150.146-51844-443-6,103.211.150.146,443,192.168.1.68,51844,6,11/05/2025 06:39:06 PM,92,1,2,0.0,24.0,0.0,0.0,0.0,0.0,24.0,0.0,12.0,16.97056274847714,260869.5652173913,32608.695652173912,46.0,32.526911934581186,69.0,23.0,0,0,0,0,0,23.0,23.0,0.0,23.0,23.0,0,1,0,0,20,40,10869.565217391304,21739.130434782608,0.0,24.0,12.0,13.856406460551018,192.0,0,0,0,1,1,0,0,0,2.0,16.0,0.0,12.0,0,0,0,0,0,0,1,0,2,24,-1,0,0,0,0,0,0,0,0,0,0,0,No Label
192.168.1.68-3.160.196.88-51845-443-6,192.168.1.68,51845,3.160.196.88,443,6,11/05/2025 06:39:08 PM,450874,5,13,687.0,2448.0,681.0,0.0,137.4,303.89274423717325,1412.0,0.0,188.3076923076923,403.5569733869442,6953.162080758704,39.92246170770548,26522.0,52862.22958313431,137667.0,13.0,313720.0,78430.0,90139.13711220745,172338.0,143.0,450874.0,37572.83333333333,60825.81881201038,140159.0,87.0,0,0,0,0,100,284,11.089572696584856,28.832889011120624,0.0,1412.0,165.0,362.230589542076,131210.99999999997,0,1,0,0,0,0,0,0,2.0,174.16666666666666,137.4,188.30769230769232,0,0,0,0,0,0,5,687,13,2448,-1,137,2,0,0,0,0,0,0,0,0,0,No Label
192.168.1.68-3.160.196.88-51845-443-6,192.168.1.68,51845,3.160.196.88,443,6,11/05/2025 06:39:08 PM,1022,2,1,80.0,0.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,78277.88649706458,2935.420743639922,511.0,530.3300858899106,886.0,136.0,136.0,136.0,0.0,136.0,136.0,0,0,0,0,0,0,0,0,0,40,20,1956.9471624266146,978.4735812133073,0.0,40.0,20.0,23.094010767585033,533.3333333333334,0,0,0,0,1,0,0,0,0.0,26.666666666666668,40.0,0.0,0,0,0,0,0,0,2,80,1,0,-1,253,2,0,0,0,0,0,0,0,0,0,No Label
192.168.1.68-3.160.196.88-51846-443-6,192.168.1.68,51846,3.160.196.88,443,6,11/05/2025 06:39:08 PM,443038,7,10,767.0,2424.0,681.0,0.0,109.57142857142857,252.6379868130531,1412.0,0.0,242.39999999999998,450.57030527987524,7202.542445569004,38.37142637877564,27689.875,53319.0675285743,136804.0,13.0,311934.0,51989.0,80276.83725708182,174144.0,91.0,442261.0,49140.11111111111,65099.60886680588,137804.0,83.0,0,0,0,0,140,224,15.799999097142909,22.571427281632726,0.0,1412.0,177.27777777777777,369.1009435587339,136235.50653594767,0,1,0,0,0,0,0,0,1.0,187.7058823529412,109.57142857142857,242.4,0,0,0,0,0,0,7,767,10,2424,-1,137,4,0,0,0,0,0,0,0,0,0,No Label
192.168.1.68-3.160.196.88-51846-443-6,3.160.196.88,443,192.168.1.68,51846,6,11/05/2025 06:39:09 PM,0,1,1,0.0,24.0,0.0,0.0,0.0,0.0,24.0,24.0,24.0,0.0,Infinity,Infinity,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,20,0.0,0.0,0.0,24.0,16.0,13.856406460551018,192.0,0,0,0,1,1,0,0,0,1.0,24.0,0.0,24.0,0,0,0,0,0,0,1,0,1,24,-1,137,0,0,0,0,0,0,0,0,0,0,No Label
192.168.1.68-3.160.196.88-51846-443-6,192.168.1.68,51846,3.160.196.88,443,6,11/05/2025 06:39:09 PM,309784,1,2,80.0,0.0,80.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,258.24445420034607,9.684167032512976,154892.0,34348.41900291773,179180.0,130604.0,0,0,0,0,0,130604.0,130604.0,0.0,130604.0,130604.0,0,0,0,0,20,40,3.2280556775043254,6.456111355008651,0.0,80.0,20.0,40.0,1600.0,0,0,0,0,1,0,0,0,2.0,26.666666666666668,80.0,0.0,0,0,0,0,0,0,1,80,2,0,-1,0,1,0,0,0,0,0,0,0,0,0,No Label
192.168.1.68-3.160.196.88-51846-443-6,192.168.1.68,51846,3.160.196.88,443,6,11/05/2025 06:39:09 PM,599994,1,1,80.0,80.0,80.0,80.0,80.0,0.0,80.0,80.0,80.0,0.0,266.6693333600003,3.333366667000003,599994.0,0.0,599994.0,599994.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,20,1.6666833335000015,1.6666833335000015,80.0,80.0,80.0,0.0,0.0,1,0,0,1,1,0,0,0,1.0,120.0,80.0,80.0,0,0,0,0,0,0,1,80,1,80,-1,253,1,0,0,0,0,0,0,0,0,0,No Label
192.168.1.68-3.160.196.88-51845-443-6,3.160.196.88,443,192.168.1.68,51845,6,11/05/2025 06:39:09 PM,94,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21276.595744680853,94.0,0.0,94.0,94.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,10638.297872340427,10638.297872340427,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,No Label
154.57.164.101-192.168.1.68-1337-65502-17,192.168.1.68,65502,154.57.164.101,1337,17,11/05/2025 06:39:02 PM,9613094,29,30,3364.0,3016.0,116.0,116.0,116.0,0.0,116.0,100.0,100.53333333333332,2.921186973360885,663.6781040526598,6.1374620907691115,165743.00000000003,8742.762121250464,176536.0,154815.0,9281516.0,331482.71428571426,356.29792539420157,332676.0,330687.0,9436558.0,325398.551724138,32441.019041800195,336125.0,157224.0,0,0,0,0,232,240,3.0167186547848175,3.120743435984294,100.0,116.0,108.2666666666667,8.063028548785566,65.01242937853107,0,0,0,0,0,0,0,0,1.0,110.10169491525424,116.0,100.53333333333333,0,0,0,0,0,0,29,3364,30,3016,-1,-1,29,0,0,0,0,0,0,0,0,0,No Label
