Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.16.104-4.213.25.241-51294-443-6,4.213.25.241,443,192.168.16.104,51294,6,05/05/2025 05:08:35 PM,86,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,23255.81395348837,86.0,0.0,86.0,86.0,0,0,0,0,0,86.0,86.0,0.0,86.0,86.0,0,0,0,0,0,40,0.0,23255.81395348837,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,255,0,0,0,0,0,0,0,0,0,0,No Label
150.109.28.234-192.168.16.104-443-51172-6,150.109.28.234,443,192.168.16.104,51172,6,05/05/2025 05:08:39 PM,62,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,32258.06451612903,62.0,0.0,62.0,62.0,0,0,0,0,0,62.0,62.0,0.0,62.0,62.0,0,0,0,0,0,40,0.0,32258.06451612903,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,252,0,0,0,0,0,0,0,0,0,0,No Label
192.168.16.104-35.207.245.126-53907-50006-17,35.207.245.126,50006,192.168.16.104,53907,17,05/05/2025 05:08:32 PM,9995431,118,2456,7604.0,1803961.0,108.0,48.0,64.4406779661017,16.544445383291244,1215.0,52.0,734.5118078175901,482.36479069947427,181239.30823993482,257.5176598187712,3884.7380489700704,6138.431037839887,49999.0,0.0,9833408.0,84046.22222222223,42021.42680374627,136335.0,0.0,9995431.0,4071.4586558044825,6500.849540231215,49999.0,13.0,0,0,0,0,944,19648,11.805393884465813,245.71226593430538,48.0,1215.0,703.5452427184463,491.6603991853783,241729.94812712556,0,0,0,0,0,0,0,0,20.0,703.8185703185703,64.44067796610169,734.5118078175896,0,0,0,0,0,0,118,7604,2456,1803961,-1,-1,118,0,0,0,0,0,0,0,0,0,No Label
162.159.134.234-192.168.16.104-443-51145-6,162.159.134.234,443,192.168.16.104,51145,6,05/05/2025 05:08:33 PM,9733698,23,21,2436.0,41.0,460.0,39.0,105.91304347826089,114.18362923716673,41.0,0.0,1.952380952380952,8.946933499675687,254.47676720605057,4.520378585815997,226365.06976744178,426839.9778718459,2021973.0,56.0,8418293.0,382649.6818181818,519942.1137374344,2062115.0,162.0,9733698.0,486684.9,552376.543162733,2063163.0,6265.0,0,1,0,0,460,420,2.362925169858362,2.157453415957635,0.0,460.0,55.95555555555555,96.21282175836582,9256.907070707071,0,0,0,1,1,0,0,0,0.0,57.22727272727273,105.91304347826087,1.9523809523809523,0,0,0,0,0,0,23,2436,21,41,-1,251,23,0,0,0,0,0,0,0,0,0,No Label
192.168.16.104-40.99.34.146-54219-443-6,40.99.34.146,443,192.168.16.104,54219,6,05/05/2025 05:08:40 PM,55,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,36363.63636363636,55.0,0.0,55.0,55.0,0,0,0,0,0,55.0,55.0,0.0,55.0,55.0,0,0,0,0,0,40,0.0,36363.63636363636,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,1019,0,0,0,0,0,0,0,0,0,0,No Label
192.168.16.104-35.207.249.145-51467-50005-17,35.207.249.145,50005,192.168.16.104,51467,17,05/05/2025 05:08:32 PM,9980481,250,300,43782.0,57291.0,262.0,8.0,175.12800000000004,67.548640930564,244.0,8.0,190.97000000000003,59.784695360360445,10127.067022120478,55.10756445505984,18179.382513661203,61923.01855550124,999917.0,0.0,9953732.0,39974.82730923697,124370.20896351071,1003245.0,0.0,9980481.0,33379.53511705683,198350.58497862736,3360962.0,106.0,0,0,0,0,2000,2400,25.048892934118108,30.05867152094173,8.0,262.0,183.83666061705978,63.82415187565306,4073.5223626464276,0,0,0,0,0,0,0,0,1.0,184.17090909090908,175.128,190.97,0,0,0,0,0,0,250,43782,300,57291,-1,-1,250,0,0,0,0,0,0,0,0,0,No Label
